student_id,student_name,disciplina,instrumento,data_entrega,percentual_acertos
1041,Dr. Thiago Caldeira,Português,Trabalho,2025-07-14,81.62
1041,Dr. Thiago Caldeira,Matemática,Prova,2025-07-22,79.07
1041,Dr. Thiago Caldeira,História,Prova,2025-07-23,81.18
1041,Dr. Thiago Caldeira,Inglês,Questionário Online,2025-08-13,88.52
1042,Emanuelly Andrade,Matemática,Prova,2025-02-17,59.75
1042,Emanuelly Andrade,Ciências,Apresentação,2025-03-11,55.34
1042,Emanuelly Andrade,Ciências,Apresentação,2025-03-14,61.76
1042,Emanuelly Andrade,Português,Questionário Online,2025-03-15,55.42
1042,Emanuelly Andrade,História,Apresentação,2025-04-06,47.42
1042,Emanuelly Andrade,Inglês,Apresentação,2025-04-06,44.64
1042,Emanuelly Andrade,História,Questionário Online,2025-04-11,50.42
1042,Emanuelly Andrade,História,Apresentação,2025-04-17,37.64
1042,Emanuelly Andrade,Geografia,Questionário Online,2025-05-01,58.05
1042,Emanuelly Andrade,História,Trabalho,2025-05-07,25.56
1042,Emanuelly Andrade,Ciências,Trabalho,2025-05-12,47.04
1042,Emanuelly Andrade,Ciências,Prova,2025-05-20,56.1
1042,Emanuelly Andrade,Geografia,Prova,2025-05-22,47.49
1042,Emanuelly Andrade,História,Trabalho,2025-06-09,57.26
1042,Emanuelly Andrade,Ciências,Prova,2025-06-22,46.88
1042,Emanuelly Andrade,Português,Apresentação,2025-06-25,43.97
1042,Emanuelly Andrade,Português,Apresentação,2025-06-26,47.36
1042,Emanuelly Andrade,Português,Prova,2025-06-27,48.87
1042,Emanuelly Andrade,Ciências,Prova,2025-07-02,48.53
1042,Emanuelly Andrade,Português,Trabalho,2025-07-05,52.98
1042,Emanuelly Andrade,Geografia,Trabalho,2025-07-08,55.63
1042,Emanuelly Andrade,História,Apresentação,2025-07-23,57.62
1042,Emanuelly Andrade,Geografia,Apresentação,2025-07-29,38.48
1042,Emanuelly Andrade,Matemática,Trabalho,2025-08-07,46.59
1042,Emanuelly Andrade,Geografia,Trabalho,2025-08-09,60.95
1042,Emanuelly Andrade,História,Prova,2025-08-17,23.19
1043,Lunna Farias,Ciências,Prova,2025-02-08,65.03
1043,Lunna Farias,Português,Trabalho,2025-02-14,65.72
1043,Lunna Farias,História,Trabalho,2025-03-13,58.47
1043,Lunna Farias,Inglês,Questionário Online,2025-03-17,61.7
1043,Lunna Farias,Matemática,Apresentação,2025-03-19,57.22
1043,Lunna Farias,Matemática,Prova,2025-03-19,71.23
1043,Lunna Farias,Geografia,Apresentação,2025-03-22,60.17
1043,Lunna Farias,História,Prova,2025-04-06,50.18
1043,Lunna Farias,Inglês,Questionário Online,2025-04-13,75.32
1043,Lunna Farias,Matemática,Trabalho,2025-04-21,66.01
1043,Lunna Farias,Português,Prova,2025-04-26,61.76
1043,Lunna Farias,Ciências,Prova,2025-04-27,57.78
1043,Lunna Farias,Ciências,Trabalho,2025-05-02,65.15
1043,Lunna Farias,História,Trabalho,2025-05-05,67.32
1043,Lunna Farias,Inglês,Trabalho,2025-05-16,73.03
1043,Lunna Farias,História,Trabalho,2025-05-17,62.32
1043,Lunna Farias,Geografia,Prova,2025-05-18,61.91
1043,Lunna Farias,Matemática,Trabalho,2025-06-17,66.36
1043,Lunna Farias,História,Questionário Online,2025-06-27,56.96
1043,Lunna Farias,Matemática,Questionário Online,2025-07-02,66.18
1043,Lunna Farias,Português,Questionário Online,2025-07-12,61.28
1043,Lunna Farias,Português,Trabalho,2025-07-20,62.33
1043,Lunna Farias,Matemática,Apresentação,2025-07-28,75.74
1043,Lunna Farias,Ciências,Trabalho,2025-08-12,58.97
1044,Maria Julia Nogueira,Português,Questionário Online,2025-02-09,73.02
1044,Maria Julia Nogueira,Inglês,Trabalho,2025-02-17,75.33
1044,Maria Julia Nogueira,Inglês,Trabalho,2025-03-15,67.23
1044,Maria Julia Nogueira,Matemática,Trabalho,2025-03-26,70.65
1044,Maria Julia Nogueira,Ciências,Questionário Online,2025-04-10,72.6
1044,Maria Julia Nogueira,Inglês,Prova,2025-05-04,63.62
1044,Maria Julia Nogueira,Geografia,Trabalho,2025-05-05,73.25
1044,Maria Julia Nogueira,Geografia,Apresentação,2025-05-09,60.89
1044,Maria Julia Nogueira,Matemática,Questionário Online,2025-06-01,66.59
1044,Maria Julia Nogueira,Ciências,Trabalho,2025-06-10,70.71
1044,Maria Julia Nogueira,Ciências,Prova,2025-06-23,68.69
1044,Maria Julia Nogueira,Geografia,Trabalho,2025-07-26,57.64
1044,Maria Julia Nogueira,Matemática,Prova,2025-07-30,62.56
1044,Maria Julia Nogueira,Inglês,Trabalho,2025-08-06,72.46
1044,Maria Julia Nogueira,Geografia,Trabalho,2025-08-07,62.69
1044,Maria Julia Nogueira,Português,Prova,2025-08-10,66.83
1044,Maria Julia Nogueira,Português,Apresentação,2025-08-13,60.99
1045,Jade das Neves,Geografia,Apresentação,2025-02-06,57.86
1045,Jade das Neves,Português,Prova,2025-02-16,70.54
1045,Jade das Neves,Ciências,Apresentação,2025-02-25,69.58
1045,Jade das Neves,Inglês,Trabalho,2025-03-04,69.57
1045,Jade das Neves,Inglês,Apresentação,2025-03-06,71.03
1045,Jade das Neves,Ciências,Questionário Online,2025-03-13,72.76
1045,Jade das Neves,Português,Apresentação,2025-04-05,64.01
1045,Jade das Neves,Geografia,Apresentação,2025-04-20,58.84
1045,Jade das Neves,Ciências,Prova,2025-04-22,54.78
1045,Jade das Neves,Geografia,Questionário Online,2025-04-30,59.76
1045,Jade das Neves,Inglês,Trabalho,2025-05-15,67.63
1045,Jade das Neves,História,Apresentação,2025-05-27,70.78
1045,Jade das Neves,Geografia,Trabalho,2025-05-30,66.8
1045,Jade das Neves,Geografia,Apresentação,2025-06-16,65.71
1045,Jade das Neves,Matemática,Prova,2025-06-23,55.95
1045,Jade das Neves,Ciências,Trabalho,2025-07-03,68.44
1045,Jade das Neves,Português,Trabalho,2025-07-05,73.95
1045,Jade das Neves,História,Prova,2025-07-09,66.65
1045,Jade das Neves,Português,Trabalho,2025-07-10,71.62
1045,Jade das Neves,Português,Questionário Online,2025-07-19,70.47
1045,Jade das Neves,Geografia,Questionário Online,2025-07-21,70.58
1045,Jade das Neves,História,Questionário Online,2025-08-12,63.44
1045,Jade das Neves,Inglês,Apresentação,2025-08-14,71.13
1045,Jade das Neves,Matemática,Apresentação,2025-08-16,58.46
1046,Rebeca Moreira,Português,Questionário Online,2025-02-08,68.08
1046,Rebeca Moreira,Ciências,Apresentação,2025-03-07,69.06
1046,Rebeca Moreira,Português,Questionário Online,2025-03-09,69.11
1046,Rebeca Moreira,Português,Trabalho,2025-03-18,80.05
1046,Rebeca Moreira,Inglês,Trabalho,2025-03-20,75.41
1046,Rebeca Moreira,Ciências,Prova,2025-03-28,69.14
1046,Rebeca Moreira,Ciências,Trabalho,2025-04-02,65.78
1046,Rebeca Moreira,Inglês,Prova,2025-04-05,64.32
1046,Rebeca Moreira,Geografia,Apresentação,2025-04-09,49.69
1046,Rebeca Moreira,Geografia,Trabalho,2025-04-16,68.79
1046,Rebeca Moreira,Português,Prova,2025-04-21,78.41
1046,Rebeca Moreira,Matemática,Questionário Online,2025-04-25,68.99
1046,Rebeca Moreira,História,Trabalho,2025-04-28,71.22
1046,Rebeca Moreira,Matemática,Prova,2025-05-10,47.25
1046,Rebeca Moreira,Inglês,Apresentação,2025-05-27,62.02
1046,Rebeca Moreira,Matemática,Questionário Online,2025-05-29,66.0
1046,Rebeca Moreira,História,Trabalho,2025-06-19,61.91
1046,Rebeca Moreira,Ciências,Apresentação,2025-06-21,60.91
1046,Rebeca Moreira,Português,Apresentação,2025-06-27,74.95
1046,Rebeca Moreira,Português,Questionário Online,2025-07-02,69.05
1046,Rebeca Moreira,Inglês,Trabalho,2025-07-07,64.21
1046,Rebeca Moreira,Matemática,Prova,2025-07-26,61.3
1046,Rebeca Moreira,Ciências,Prova,2025-07-31,66.01
1046,Rebeca Moreira,Matemática,Questionário Online,2025-08-03,67.85
1046,Rebeca Moreira,História,Prova,2025-08-14,73.89
1047,Vitor Gabriel Sousa,História,Apresentação,2025-02-04,82.51
1047,Vitor Gabriel Sousa,Português,Questionário Online,2025-02-05,73.78
1047,Vitor Gabriel Sousa,Ciências,Trabalho,2025-02-17,83.29
1047,Vitor Gabriel Sousa,Geografia,Prova,2025-02-26,72.55
1047,Vitor Gabriel Sousa,Geografia,Prova,2025-03-01,78.39
1047,Vitor Gabriel Sousa,Geografia,Questionário Online,2025-03-03,89.07
1047,Vitor Gabriel Sousa,História,Apresentação,2025-03-27,88.35
1047,Vitor Gabriel Sousa,Matemática,Trabalho,2025-04-09,77.12
1047,Vitor Gabriel Sousa,História,Questionário Online,2025-05-01,73.0
1047,Vitor Gabriel Sousa,Matemática,Questionário Online,2025-05-18,75.44
1047,Vitor Gabriel Sousa,Matemática,Apresentação,2025-06-03,72.36
1047,Vitor Gabriel Sousa,Geografia,Prova,2025-06-04,77.84
1047,Vitor Gabriel Sousa,Ciências,Trabalho,2025-06-04,80.14
1047,Vitor Gabriel Sousa,Português,Prova,2025-06-12,58.27
1047,Vitor Gabriel Sousa,Geografia,Trabalho,2025-06-30,79.24
1047,Vitor Gabriel Sousa,Inglês,Trabalho,2025-07-14,83.5
1047,Vitor Gabriel Sousa,Inglês,Trabalho,2025-07-27,73.89
1047,Vitor Gabriel Sousa,Matemática,Questionário Online,2025-07-28,79.46
1047,Vitor Gabriel Sousa,História,Apresentação,2025-07-28,90.27
1047,Vitor Gabriel Sousa,Geografia,Prova,2025-08-08,82.8
1047,Vitor Gabriel Sousa,Matemática,Prova,2025-08-13,78.65
1048,Ana Cecília Pastor,Português,Apresentação,2025-02-13,59.49
1048,Ana Cecília Pastor,Português,Questionário Online,2025-02-13,59.5
1048,Ana Cecília Pastor,História,Questionário Online,2025-03-16,50.96
1048,Ana Cecília Pastor,Português,Prova,2025-04-01,42.03
1048,Ana Cecília Pastor,Português,Prova,2025-05-12,64.32
1048,Ana Cecília Pastor,Matemática,Trabalho,2025-05-16,61.0
1048,Ana Cecília Pastor,Matemática,Trabalho,2025-06-09,63.03
1048,Ana Cecília Pastor,Matemática,Trabalho,2025-07-20,60.75
1048,Ana Cecília Pastor,Geografia,Apresentação,2025-07-21,53.41
1048,Ana Cecília Pastor,História,Apresentação,2025-07-24,61.48
1048,Ana Cecília Pastor,Ciências,Questionário Online,2025-07-26,68.01
1049,Ana Clara Lima,Matemática,Apresentação,2025-02-03,92.05
1049,Ana Clara Lima,Matemática,Questionário Online,2025-02-05,82.27
1049,Ana Clara Lima,História,Prova,2025-02-15,88.35
1049,Ana Clara Lima,Ciências,Questionário Online,2025-02-19,83.45
1049,Ana Clara Lima,História,Apresentação,2025-03-08,93.73
1049,Ana Clara Lima,Inglês,Trabalho,2025-03-16,78.48
1049,Ana Clara Lima,Matemática,Questionário Online,2025-04-12,88.01
1049,Ana Clara Lima,Matemática,Prova,2025-05-22,96.51
1049,Ana Clara Lima,Inglês,Apresentação,2025-05-22,89.88
1049,Ana Clara Lima,Matemática,Apresentação,2025-05-25,86.74
1049,Ana Clara Lima,Português,Questionário Online,2025-06-11,88.33
1049,Ana Clara Lima,História,Apresentação,2025-06-19,93.32
1049,Ana Clara Lima,História,Apresentação,2025-07-08,91.16
1049,Ana Clara Lima,Ciências,Questionário Online,2025-07-24,85.04
1050,Luana Farias,Matemática,Prova,2025-02-03,96.18
1050,Luana Farias,Ciências,Trabalho,2025-02-06,93.36
1050,Luana Farias,História,Prova,2025-02-19,97.48
1050,Luana Farias,Ciências,Prova,2025-03-08,94.35
1050,Luana Farias,Matemática,Apresentação,2025-03-17,98.8
1050,Luana Farias,Geografia,Questionário Online,2025-04-11,84.6
1050,Luana Farias,Português,Prova,2025-04-15,98.45
1050,Luana Farias,Português,Apresentação,2025-04-15,85.4
1050,Luana Farias,Ciências,Questionário Online,2025-04-22,87.31
1050,Luana Farias,Português,Apresentação,2025-05-07,89.22
1050,Luana Farias,Português,Prova,2025-07-06,99.99
1050,Luana Farias,Geografia,Trabalho,2025-07-13,94.63
1050,Luana Farias,Geografia,Prova,2025-08-03,84.01
1051,Heitor Ramos,História,Questionário Online,2025-02-13,52.97
1051,Heitor Ramos,Matemática,Questionário Online,2025-03-10,43.8
1051,Heitor Ramos,Geografia,Prova,2025-03-22,57.8
1051,Heitor Ramos,Matemática,Apresentação,2025-04-05,40.77
1051,Heitor Ramos,Inglês,Prova,2025-04-14,51.21
1051,Heitor Ramos,História,Questionário Online,2025-04-27,47.9
1051,Heitor Ramos,Geografia,Prova,2025-04-29,52.64
1051,Heitor Ramos,Geografia,Apresentação,2025-05-13,57.16
1051,Heitor Ramos,Geografia,Trabalho,2025-05-24,45.02
1051,Heitor Ramos,Português,Trabalho,2025-06-05,50.3
1051,Heitor Ramos,Inglês,Questionário Online,2025-06-23,46.95
1051,Heitor Ramos,Geografia,Prova,2025-06-26,26.59
1051,Heitor Ramos,Ciências,Prova,2025-06-28,41.03
1051,Heitor Ramos,Ciências,Prova,2025-07-02,54.27
1051,Heitor Ramos,Ciências,Apresentação,2025-07-27,57.77
1051,Heitor Ramos,Matemática,Apresentação,2025-08-05,40.78
1051,Heitor Ramos,História,Questionário Online,2025-08-07,31.2
1051,Heitor Ramos,Geografia,Prova,2025-08-09,46.72
1051,Heitor Ramos,Inglês,Trabalho,2025-08-18,58.73
1051,Heitor Ramos,Inglês,Apresentação,2025-08-18,47.5
1051,Heitor Ramos,História,Apresentação,2025-08-18,44.48
1052,Thiago Vieira,Geografia,Questionário Online,2025-02-08,64.52
1052,Thiago Vieira,Geografia,Trabalho,2025-02-19,67.43
1052,Thiago Vieira,Ciências,Questionário Online,2025-02-21,72.43
1052,Thiago Vieira,Matemática,Prova,2025-02-28,68.88
1052,Thiago Vieira,História,Apresentação,2025-03-15,79.36
1052,Thiago Vieira,História,Prova,2025-03-22,76.75
1052,Thiago Vieira,Ciências,Prova,2025-04-20,64.49
1052,Thiago Vieira,Português,Trabalho,2025-04-27,62.66
1052,Thiago Vieira,Ciências,Prova,2025-04-30,73.59
1052,Thiago Vieira,Ciências,Apresentação,2025-05-06,64.9
1052,Thiago Vieira,Português,Trabalho,2025-06-05,69.81
1052,Thiago Vieira,Ciências,Questionário Online,2025-06-09,68.84
1052,Thiago Vieira,História,Apresentação,2025-06-11,70.9
1052,Thiago Vieira,Geografia,Prova,2025-06-11,72.73
1052,Thiago Vieira,Português,Trabalho,2025-07-03,71.8
1052,Thiago Vieira,Geografia,Apresentação,2025-07-04,68.06
1052,Thiago Vieira,Geografia,Trabalho,2025-07-08,78.25
1052,Thiago Vieira,Português,Prova,2025-07-27,72.44
1052,Thiago Vieira,História,Prova,2025-08-02,77.66
1052,Thiago Vieira,Ciências,Trabalho,2025-08-03,77.09
1052,Thiago Vieira,Inglês,Prova,2025-08-03,76.33
1052,Thiago Vieira,Ciências,Apresentação,2025-08-12,76.59
1053,Ana Vitória Silveira,Geografia,Trabalho,2025-02-11,58.23
1053,Ana Vitória Silveira,Geografia,Apresentação,2025-02-12,49.32
1053,Ana Vitória Silveira,Português,Apresentação,2025-02-13,60.09
1053,Ana Vitória Silveira,Português,Trabalho,2025-02-15,64.68
1053,Ana Vitória Silveira,Inglês,Prova,2025-02-25,60.99
1053,Ana Vitória Silveira,Matemática,Questionário Online,2025-02-26,54.06
1053,Ana Vitória Silveira,Português,Apresentação,2025-03-20,47.77
1053,Ana Vitória Silveira,Português,Trabalho,2025-03-20,61.11
1053,Ana Vitória Silveira,Ciências,Questionário Online,2025-03-27,58.82
1053,Ana Vitória Silveira,Português,Trabalho,2025-04-09,66.14
1053,Ana Vitória Silveira,Matemática,Apresentação,2025-05-30,65.87
1053,Ana Vitória Silveira,História,Apresentação,2025-06-08,63.64
1053,Ana Vitória Silveira,Geografia,Apresentação,2025-06-20,61.65
1053,Ana Vitória Silveira,Português,Trabalho,2025-06-27,55.49
1053,Ana Vitória Silveira,Geografia,Questionário Online,2025-07-10,54.27
1053,Ana Vitória Silveira,Ciências,Apresentação,2025-08-06,56.8
1053,Ana Vitória Silveira,Geografia,Apresentação,2025-08-09,55.43
1053,Ana Vitória Silveira,História,Apresentação,2025-08-09,55.46
1053,Ana Vitória Silveira,Português,Prova,2025-08-10,47.96
1053,Ana Vitória Silveira,Ciências,Trabalho,2025-08-20,57.16
1054,Ana Lívia Correia,Ciências,Apresentação,2025-02-07,61.26
1054,Ana Lívia Correia,História,Trabalho,2025-02-15,53.78
1054,Ana Lívia Correia,História,Apresentação,2025-02-20,54.93
1054,Ana Lívia Correia,Ciências,Prova,2025-02-24,60.11
1054,Ana Lívia Correia,Inglês,Prova,2025-02-25,71.39
1054,Ana Lívia Correia,Matemática,Questionário Online,2025-03-02,44.2
1054,Ana Lívia Correia,Matemática,Trabalho,2025-03-14,69.29
1054,Ana Lívia Correia,História,Apresentação,2025-03-18,59.21
1054,Ana Lívia Correia,Ciências,Apresentação,2025-03-26,54.68
1054,Ana Lívia Correia,Geografia,Prova,2025-03-29,55.94
1054,Ana Lívia Correia,Ciências,Prova,2025-03-30,58.65
1054,Ana Lívia Correia,Ciências,Trabalho,2025-04-03,63.89
1054,Ana Lívia Correia,Matemática,Prova,2025-04-06,60.24
1054,Ana Lívia Correia,Ciências,Questionário Online,2025-04-14,64.0
1054,Ana Lívia Correia,Ciências,Questionário Online,2025-04-26,51.8
1054,Ana Lívia Correia,Inglês,Questionário Online,2025-04-30,56.0
1054,Ana Lívia Correia,Matemática,Questionário Online,2025-06-02,43.93
1054,Ana Lívia Correia,História,Questionário Online,2025-06-06,55.01
1054,Ana Lívia Correia,História,Apresentação,2025-07-08,62.02
1054,Ana Lívia Correia,Ciências,Questionário Online,2025-07-11,69.41
1054,Ana Lívia Correia,Inglês,Trabalho,2025-07-14,62.53
1054,Ana Lívia Correia,Inglês,Questionário Online,2025-07-15,61.59
1054,Ana Lívia Correia,Português,Trabalho,2025-07-22,60.13
1055,Luiza Pacheco,Inglês,Apresentação,2025-02-16,67.3
1055,Luiza Pacheco,Ciências,Prova,2025-05-07,59.15
1055,Luiza Pacheco,História,Trabalho,2025-06-15,60.5
1055,Luiza Pacheco,Ciências,Apresentação,2025-06-19,62.19
1055,Luiza Pacheco,História,Questionário Online,2025-06-19,67.42
1055,Luiza Pacheco,Matemática,Prova,2025-07-05,68.61
1055,Luiza Pacheco,Português,Prova,2025-07-17,65.79
1055,Luiza Pacheco,Matemática,Apresentação,2025-07-24,60.66
1055,Luiza Pacheco,Português,Apresentação,2025-07-30,50.14
1055,Luiza Pacheco,Ciências,Prova,2025-08-10,63.64
1056,Dr. Luiz Miguel Vargas,Inglês,Apresentação,2025-02-15,88.92
1056,Dr. Luiz Miguel Vargas,Matemática,Prova,2025-02-17,79.59
1056,Dr. Luiz Miguel Vargas,Geografia,Apresentação,2025-02-18,86.3
1056,Dr. Luiz Miguel Vargas,Geografia,Apresentação,2025-02-19,80.66
1056,Dr. Luiz Miguel Vargas,Matemática,Prova,2025-02-21,60.73
1056,Dr. Luiz Miguel Vargas,Inglês,Prova,2025-03-10,57.64
1056,Dr. Luiz Miguel Vargas,Ciências,Apresentação,2025-03-16,78.85
1056,Dr. Luiz Miguel Vargas,História,Questionário Online,2025-03-20,71.84
1056,Dr. Luiz Miguel Vargas,Ciências,Prova,2025-03-27,76.83
1056,Dr. Luiz Miguel Vargas,Geografia,Questionário Online,2025-04-02,74.94
1056,Dr. Luiz Miguel Vargas,Inglês,Prova,2025-04-10,83.16
1056,Dr. Luiz Miguel Vargas,Matemática,Prova,2025-04-17,74.18
1056,Dr. Luiz Miguel Vargas,Português,Questionário Online,2025-04-21,80.89
1056,Dr. Luiz Miguel Vargas,Matemática,Prova,2025-04-23,81.24
1056,Dr. Luiz Miguel Vargas,Português,Apresentação,2025-05-16,74.56
1056,Dr. Luiz Miguel Vargas,Matemática,Apresentação,2025-05-17,87.7
1056,Dr. Luiz Miguel Vargas,Ciências,Prova,2025-05-25,54.82
1056,Dr. Luiz Miguel Vargas,História,Apresentação,2025-06-17,75.46
1056,Dr. Luiz Miguel Vargas,História,Questionário Online,2025-06-24,87.61
1056,Dr. Luiz Miguel Vargas,Geografia,Trabalho,2025-06-26,73.44
1056,Dr. Luiz Miguel Vargas,Português,Apresentação,2025-07-10,72.05
1056,Dr. Luiz Miguel Vargas,Geografia,Trabalho,2025-07-24,72.27
1056,Dr. Luiz Miguel Vargas,Português,Prova,2025-07-28,84.07
1056,Dr. Luiz Miguel Vargas,Português,Trabalho,2025-07-31,88.9
1056,Dr. Luiz Miguel Vargas,Inglês,Apresentação,2025-08-02,89.87
1056,Dr. Luiz Miguel Vargas,Português,Apresentação,2025-08-07,77.63
1056,Dr. Luiz Miguel Vargas,Ciências,Apresentação,2025-08-10,88.04
1056,Dr. Luiz Miguel Vargas,Inglês,Prova,2025-08-13,79.21
1057,Antonella Vasconcelos,Geografia,Trabalho,2025-02-15,79.12
1057,Antonella Vasconcelos,História,Prova,2025-02-21,77.84
1057,Antonella Vasconcelos,Geografia,Questionário Online,2025-02-22,75.27
1057,Antonella Vasconcelos,História,Apresentação,2025-03-10,77.14
1057,Antonella Vasconcelos,Português,Questionário Online,2025-03-25,68.85
1057,Antonella Vasconcelos,Geografia,Questionário Online,2025-04-06,66.44
1057,Antonella Vasconcelos,Ciências,Trabalho,2025-04-18,75.99
1057,Antonella Vasconcelos,Matemática,Questionário Online,2025-04-25,75.69
1057,Antonella Vasconcelos,Ciências,Prova,2025-04-30,68.97
1057,Antonella Vasconcelos,Inglês,Questionário Online,2025-05-06,67.18
1057,Antonella Vasconcelos,Matemática,Apresentação,2025-05-10,67.93
1057,Antonella Vasconcelos,Ciências,Questionário Online,2025-05-25,63.9
1057,Antonella Vasconcelos,Ciências,Trabalho,2025-05-26,68.3
1057,Antonella Vasconcelos,Ciências,Apresentação,2025-07-02,65.34
1057,Antonella Vasconcelos,Português,Trabalho,2025-07-25,69.92
1057,Antonella Vasconcelos,Português,Trabalho,2025-07-26,68.31
1057,Antonella Vasconcelos,Inglês,Apresentação,2025-07-30,81.53
1057,Antonella Vasconcelos,Matemática,Questionário Online,2025-08-05,67.04
1058,Sr. Raul Marques,Inglês,Apresentação,2025-02-06,83.07
1058,Sr. Raul Marques,Português,Prova,2025-02-15,83.42
1058,Sr. Raul Marques,Português,Questionário Online,2025-02-26,86.59
1058,Sr. Raul Marques,História,Apresentação,2025-03-08,87.21
1058,Sr. Raul Marques,Ciências,Trabalho,2025-03-11,87.07
1058,Sr. Raul Marques,História,Questionário Online,2025-03-21,96.29
1058,Sr. Raul Marques,Português,Prova,2025-03-26,95.9
1058,Sr. Raul Marques,História,Trabalho,2025-03-29,90.73
1058,Sr. Raul Marques,História,Trabalho,2025-03-29,86.27
1058,Sr. Raul Marques,Inglês,Apresentação,2025-04-01,97.66
1058,Sr. Raul Marques,Geografia,Trabalho,2025-04-05,93.26
1058,Sr. Raul Marques,Geografia,Apresentação,2025-04-05,90.63
1058,Sr. Raul Marques,História,Apresentação,2025-04-10,89.9
1058,Sr. Raul Marques,Ciências,Trabalho,2025-04-16,85.94
1058,Sr. Raul Marques,Português,Questionário Online,2025-04-18,84.53
1058,Sr. Raul Marques,Matemática,Apresentação,2025-04-20,83.5
1058,Sr. Raul Marques,Português,Apresentação,2025-04-23,89.48
1058,Sr. Raul Marques,História,Apresentação,2025-05-09,59.9
1058,Sr. Raul Marques,História,Trabalho,2025-05-19,85.96
1058,Sr. Raul Marques,Ciências,Questionário Online,2025-05-24,99.72
1058,Sr. Raul Marques,Português,Trabalho,2025-05-30,96.17
1058,Sr. Raul Marques,Português,Apresentação,2025-06-01,82.49
1058,Sr. Raul Marques,História,Apresentação,2025-06-07,93.17
1058,Sr. Raul Marques,Português,Questionário Online,2025-06-20,94.89
1058,Sr. Raul Marques,Inglês,Trabalho,2025-06-25,99.08
1058,Sr. Raul Marques,Geografia,Prova,2025-07-17,83.29
1058,Sr. Raul Marques,Inglês,Questionário Online,2025-07-21,80.99
1058,Sr. Raul Marques,Geografia,Prova,2025-08-12,85.75
1058,Sr. Raul Marques,Matemática,Questionário Online,2025-08-13,82.38
1058,Sr. Raul Marques,Português,Apresentação,2025-08-15,71.99
1059,Vinicius Porto,Português,Apresentação,2025-02-02,63.14
1059,Vinicius Porto,Ciências,Trabalho,2025-02-08,58.44
1059,Vinicius Porto,Inglês,Questionário Online,2025-03-21,50.64
1059,Vinicius Porto,Inglês,Questionário Online,2025-03-26,65.34
1059,Vinicius Porto,História,Apresentação,2025-03-28,62.16
1059,Vinicius Porto,Ciências,Trabalho,2025-04-03,66.73
1059,Vinicius Porto,História,Prova,2025-04-13,54.58
1059,Vinicius Porto,Ciências,Apresentação,2025-04-23,66.48
1059,Vinicius Porto,Ciências,Apresentação,2025-04-28,55.34
1059,Vinicius Porto,Matemática,Trabalho,2025-05-02,66.54
1059,Vinicius Porto,Inglês,Apresentação,2025-05-11,61.44
1059,Vinicius Porto,Matemática,Trabalho,2025-05-20,60.06
1059,Vinicius Porto,Português,Prova,2025-05-22,49.99
1059,Vinicius Porto,Português,Apresentação,2025-05-22,49.88
1059,Vinicius Porto,Português,Prova,2025-05-29,53.08
1059,Vinicius Porto,Inglês,Trabalho,2025-06-03,67.08
1059,Vinicius Porto,História,Trabalho,2025-06-04,53.56
1059,Vinicius Porto,Ciências,Prova,2025-06-22,51.86
1059,Vinicius Porto,Inglês,Trabalho,2025-06-26,59.98
1059,Vinicius Porto,Geografia,Apresentação,2025-07-03,38.11
1059,Vinicius Porto,Geografia,Apresentação,2025-07-20,62.78
1059,Vinicius Porto,Português,Trabalho,2025-07-23,60.09
1060,Laura Sá,Inglês,Trabalho,2025-02-12,98.15
1060,Laura Sá,História,Trabalho,2025-02-16,66.78
1060,Laura Sá,Matemática,Prova,2025-02-22,95.05
1060,Laura Sá,Ciências,Apresentação,2025-02-22,81.71
1060,Laura Sá,Inglês,Apresentação,2025-03-06,90.86
1060,Laura Sá,Geografia,Apresentação,2025-03-15,67.83
1060,Laura Sá,Matemática,Questionário Online,2025-03-19,82.76
1060,Laura Sá,Matemática,Trabalho,2025-03-20,84.17
1060,Laura Sá,Matemática,Prova,2025-04-05,97.27
1060,Laura Sá,Geografia,Trabalho,2025-05-01,98.8
1060,Laura Sá,Geografia,Apresentação,2025-05-08,85.2
1060,Laura Sá,Inglês,Questionário Online,2025-05-09,95.19
1060,Laura Sá,Matemática,Questionário Online,2025-05-17,94.86
1060,Laura Sá,Português,Apresentação,2025-06-12,82.33
1060,Laura Sá,História,Apresentação,2025-06-19,89.9
1060,Laura Sá,Geografia,Trabalho,2025-06-22,97.51
1060,Laura Sá,Matemática,Prova,2025-07-01,98.3
1060,Laura Sá,Geografia,Trabalho,2025-07-06,92.94
1060,Laura Sá,Português,Apresentação,2025-07-07,87.98
1060,Laura Sá,História,Trabalho,2025-07-09,91.0
1060,Laura Sá,História,Apresentação,2025-07-20,83.4
1060,Laura Sá,Ciências,Trabalho,2025-08-08,100.0
1060,Laura Sá,Inglês,Apresentação,2025-08-08,84.07
1060,Laura Sá,Ciências,Trabalho,2025-08-17,94.3
1061,Luiz Felipe Cardoso,Geografia,Prova,2025-02-01,86.24
1061,Luiz Felipe Cardoso,Inglês,Questionário Online,2025-02-04,85.85
1061,Luiz Felipe Cardoso,Ciências,Prova,2025-02-12,80.87
1061,Luiz Felipe Cardoso,Geografia,Questionário Online,2025-02-16,70.76
1061,Luiz Felipe Cardoso,Ciências,Prova,2025-03-03,70.12
1061,Luiz Felipe Cardoso,História,Apresentação,2025-03-04,68.0
1061,Luiz Felipe Cardoso,Português,Trabalho,2025-03-05,83.3
